Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66090000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66090000;2;01/07/1995;;1;1;687,313;500,833;575,137;1;31;1;1;1;;0;687,313;683,641;676,335;672,701;630,086;644,089;647,622;640,57;630,086;619,715;606,061;592,605;582,641;572,788;563,044;556,608;547,044;537,589;531,345;531,345;531,345;528,241;525,148;522,068;518,999;515,942;512,897;509,863;506,842;503,832;500,833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1995;;1;1;497,847;405,688;452,474;1;31;1;1;1;;0;497,847;494,872;491,908;488,956;486,016;483,087;480,17;477,265;474,37;471,488;468,616;465,757;462,908;460,071;460,071;460,071;454,431;448,836;443,287;437,782;435,047;429,609;426,907;426,907;421,536;421,536;418,867;413,562;410,927;408,302;405,688;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1995;;1;1;403,085;375,169;384,97;1;12;1;1;1;;0;403,085;403,085;400,493;397,912;395,342;392,782;390,234;390,234;382,653;382,653;382,653;375,169;380,147;375,169;377,653;385,169;382,653;385,169;385,169;385,169;380,147;380,147;380,147;380,147;380,147;380,147;380,147;380,147;380,147;375,169;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1995;;1;1;440,529;365,339;402,517;17;12;1;1;1;;0;372,695;367,78;367,78;367,78;367,78;372,695;377,653;377,653;372,695;367,78;367,78;365,339;372,695;385,169;410,927;424,216;440,529;440,529;435,047;424,216;429,609;426,907;426,907;432,322;435,047;435,047;429,609;426,907;432,322;421,536;403,085;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1995;;1;1;633,568;343,84;458,038;30;9;1;1;1;;0;387,696;377,653;372,695;370,233;362,908;360,488;353,29;346,187;343,84;343,84;348,544;362,908;380,147;400,493;418,867;437,782;460,071;483,087;503,832;515,942;522,068;528,241;563,044;566,279;572,788;585,95;602,678;612,863;623,16;633,568;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1995;;1;1;870,442;644,089;748,457;31;1;1;1;1;;0;644,089;651,166;658,294;665,472;672,701;683,641;690,998;690,998;690,998;690,998;690,998;694,695;694,695;694,695;698,406;709,615;720,941;732,385;743,946;763,477;779,341;807,617;828,218;844,943;861,887;861,887;866,158;866,158;866,158;866,158;870,442;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1996;;1;1;1064,347;861,887;914,596;30;10;1;1;1;;0;870,442;870,442;870,442;870,442;866,158;866,158;866,158;866,158;866,158;861,887;861,887;861,887;866,158;879,051;879,051;879,051;879,051;887,716;887,716;896,437;905,213;911,983;932,686;946,682;967,967;989,607;1019,018;1041,499;1056,69;1064,347;1064,347;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1996;;1;1;1064,347;953,738;1021,049;1;28;1;1;1;;0;1064,347;1064,347;1064,347;1064,347;1056,69;1056,69;1064,347;1064,347;1056,69;1049,074;1041,499;1033,964;1026,471;1033,964;1026,471;1019,018;1019,018;1011,605;1011,605;1011,605;996,9;996,9;989,607;975,141;975,141;967,967;960,833;953,738;953,738;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66090000;2;01/03/1996;;1;1;1252,131;953,738;1122,267;31;1;1;1;1;;0;953,738;967,967;975,141;975,141;982,354;1019,018;1033,964;1049,074;1064,347;1072,045;1079,785;1087,566;1095,389;1111,16;1119,108;1127,099;1151,327;1159,488;1167,692;1184,23;1192,564;1192,564;1200,942;1200,942;1209,363;1217,829;1217,829;1243,489;1243,489;1243,489;1252,131;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1996;;1;1;1252,131;1079,785;1140;1;21;1;1;1;;0;1252,131;1252,131;1252,131;1252,131;1252,131;1226,338;1209,363;1200,942;1184,23;1167,692;1159,488;1143,208;1135,132;1119,108;1111,16;1103,253;1103,253;1095,389;1095,389;1087,566;1079,785;1079,785;1079,785;1079,785;1079,785;1079,785;1079,785;1079,785;1079,785;1079,785;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1996;;1;1;1079,785;807,617;902,712;1;30;1;1;1;;0;1079,785;1064,347;1041,499;1026,471;1011,605;1004,232;982,354;967,967;960,833;953,738;939,665;925,747;918,845;900,818;896,437;887,716;879,051;866,158;857,631;844,943;832,379;824,071;824,071;819,937;811,71;811,71;811,71;811,71;811,71;807,617;807,617;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1996;;1;1;807,617;569,528;693,396;1;28;1;1;1;;0;807,617;807,617;803,537;803,537;803,537;795,418;791,379;783,34;771,383;771,383;759,545;743,946;732,385;717,153;702,13;683,641;676,335;661,877;651,166;637,063;626,617;609,456;602,678;595,95;592,605;585,95;576,06;569,528;569,528;569,528;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1996;;1;1;572,788;465,757;525,779;2;30;1;1;1;;0;569,528;572,788;572,788;572,788;569,528;569,528;566,279;563,044;563,044;563,044;559,82;556,608;547,044;543,881;537,589;531,345;522,068;515,942;509,863;503,832;500,833;494,872;491,908;491,908;486,016;480,17;471,488;471,488;468,616;465,757;465,757;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1996;;1;1;460,071;408,302;432,598;1;16;1;1;1;;0;460,071;457,246;454,431;451,628;451,628;448,836;446,056;437,782;429,609;426,907;426,907;424,216;424,216;424,216;416,209;408,302;408,302;408,302;408,302;408,302;408,302;408,302;410,927;416,209;426,907;437,782;454,431;457,246;460,071;460,071;448,836;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1996;;1;1;440,529;382,653;408,054;1;21;1;1;1;;0;440,529;437,782;424,216;413,562;397,912;397,912;397,912;397,912;405,688;421,536;429,609;432,322;432,322;432,322;426,907;424,216;416,209;408,302;397,912;385,169;382,653;382,653;382,653;387,696;390,234;385,169;385,169;395,342;410,927;418,867;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1996;;1;1;462,908;360,488;403,896;31;24;1;1;1;;0;424,216;424,216;416,209;403,085;403,085;405,688;403,085;408,302;413,562;413,562;413,562;413,562;413,562;413,562;408,302;375,169;382,653;377,653;377,653;377,653;377,653;375,169;370,233;360,488;372,695;400,493;413,562;424,216;437,782;457,246;462,908;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1996;;1;1;849,159;465,757;670,2;30;1;1;1;1;;0;465,757;477,265;497,847;509,863;518,999;534,461;550,22;569,528;589,271;589,271;619,715;633,568;640,57;665,472;683,641;694,695;702,13;713,378;724,743;743,946;759,545;771,383;779,341;783,34;787,353;795,418;799,471;811,71;844,943;849,159;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1996;;1;1;879,051;807,617;843,795;3;19;1;1;1;;0;857,631;870,442;879,051;879,051;879,051;879,051;870,442;870,442;866,158;861,887;853,388;844,943;840,742;832,379;828,218;819,937;815,817;811,71;807,617;811,71;811,71;811,71;819,937;824,071;832,379;836,553;840,742;844,943;849,159;853,388;853,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1997;;1;1;1111,16;861,887;1002,417;28;1;1;1;1;;0;861,887;866,158;883,377;892,07;900,818;905,213;911,983;925,747;953,738;967,967;982,354;996,9;1004,232;1011,605;1011,605;1011,605;1011,605;1011,605;1011,605;1026,471;1033,964;1049,074;1064,347;1079,785;1095,389;1095,389;1103,253;1111,16;1103,253;1095,389;1095,389;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1997;;1;1;1243,489;1087,566;1187,423;19;4;1;1;1;;0;1103,253;1095,389;1095,389;1087,566;1111,16;1119,108;1135,132;1159,488;1175,94;1192,564;1200,942;1209,363;1217,829;1217,829;1234,891;1234,891;1234,891;1234,891;1243,489;1243,489;1217,829;1209,363;1209,363;1209,363;1209,363;1209,363;1209,363;1226,338;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1997;;1;1;1226,338;1087,566;1161,745;1;18;1;1;1;;0;1226,338;1226,338;1226,338;1226,338;1217,829;1209,363;1200,942;1184,23;1167,692;1167,692;1151,327;1151,327;1127,099;1119,108;1119,108;1103,253;1095,389;1087,566;1087,566;1095,389;1103,253;1119,108;1135,132;1159,488;1184,23;1200,942;1209,363;1200,942;1184,23;1167,692;1159,488;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1997;;1;1;1151,327;1111,16;1129,039;23;5;1;1;1;;0;1143,208;1127,099;1119,108;1119,108;1111,16;1111,16;1111,16;1111,16;1127,099;1135,132;1127,099;1127,099;1119,108;1119,108;1111,16;1111,16;1111,16;1119,108;1127,099;1135,132;1135,132;1135,132;1151,327;1151,327;1151,327;1151,327;1151,327;1151,327;1143,208;1127,099;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1997;;1;1;1127,099;866,158;975,396;1;30;1;1;1;;0;1127,099;1119,108;1111,16;1103,253;1103,253;1087,566;1079,785;1064,347;1049,074;1033,964;1026,471;1004,232;996,9;996,9;982,354;967,967;953,738;939,665;925,747;911,983;900,818;892,07;883,377;879,051;874,74;874,74;870,442;870,442;870,442;866,158;870,442;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1997;;1;1;874,74;728,557;819,344;7;30;1;1;1;;0;870,442;870,442;870,442;870,442;870,442;870,442;874,74;870,442;861,887;857,631;849,159;840,742;832,379;824,071;815,817;824,071;815,817;811,71;807,617;803,537;791,379;791,379;779,341;779,341;775,355;767,423;763,477;751,719;740,079;728,557;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1997;;1;1;;;;;;0;0;0;;0;709,615;687,313;669,08;647,622;633,568;619,715;609,456;602,678;595,95;589,271;579,344;572,788;566,279;563,044;553,408;547,044;540,729;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;
66090000;2;01/08/1997;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;462,908;462,908;460,071;460,071;454,431;457,246;457,246;457,246;457,246;454,431;448,836;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1997;;1;1;483,087;390,234;418,617;30;12;1;1;1;;0;440,529;435,047;426,907;418,867;413,562;410,927;408,302;405,688;403,085;400,493;395,342;390,234;390,234;392,782;395,342;397,912;400,493;403,085;405,688;408,302;413,562;416,209;416,209;418,867;426,907;440,529;454,431;468,616;477,265;483,087;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1997;;1;1;531,345;426,907;481,062;9;24;1;1;1;;0;491,908;497,847;497,847;497,847;500,833;509,863;522,068;528,241;531,345;531,345;525,148;515,942;503,832;494,872;486,016;480,17;471,488;460,071;448,836;432,322;432,322;429,609;429,609;426,907;448,836;457,246;462,908;465,757;468,616;477,265;486,016;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1997;;1;1;599,308;395,342;482,478;30;14;1;1;1;;0;491,908;497,847;497,847;494,872;488,956;480,17;474,37;471,488;465,757;454,431;435,047;416,209;400,493;395,342;397,912;400,493;408,302;416,209;435,047;460,071;480,17;500,833;518,999;537,589;550,22;563,044;572,788;579,344;589,271;599,308;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1997;;1;1;879,051;616,283;793,8;31;1;1;1;1;;0;616,283;633,568;651,166;672,701;694,695;717,153;724,743;732,385;747,826;775,355;787,353;795,418;803,537;807,617;807,617;811,71;815,817;824,071;832,379;836,553;840,742;844,943;853,388;861,887;870,442;870,442;874,74;874,74;874,74;874,74;879,051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1998;;1;1;874,74;717,153;785,932;1;20;1;1;1;;0;874,74;870,442;861,887;857,631;853,388;844,943;840,742;836,553;828,218;819,937;811,71;824,071;815,817;795,418;783,34;763,477;743,946;736,225;724,743;717,153;717,153;717,153;720,941;724,743;728,557;732,385;740,079;747,826;755,625;767,423;807,617;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1998;;1;1;996,9;819,937;917,441;24;1;1;1;1;;0;819,937;824,071;832,379;836,553;840,742;844,943;853,388;861,887;870,442;883,377;892,07;900,818;911,983;918,845;932,686;939,665;946,682;953,738;960,833;967,967;967,967;975,141;989,607;996,9;989,607;989,607;989,607;996,9;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1998;;1;1;1175,94;1041,499;1123,666;14;1;1;1;1;;0;1041,499;1041,499;1049,074;1064,347;1079,785;1087,566;1103,253;1111,16;1127,099;1135,132;1143,208;1151,327;1159,488;1175,94;1175,94;1167,692;1159,488;1151,327;1143,208;1143,208;1135,132;1119,108;1119,108;1119,108;1127,099;1127,099;1143,208;1143,208;1135,132;1127,099;1127,099;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1998;;1;1;1119,108;896,437;980,761;1;29;1;1;1;;0;1119,108;1111,16;1095,389;1087,566;1072,045;1064,347;1049,074;1033,964;1019,018;1004,232;996,9;982,354;975,141;967,967;960,833;960,833;967,967;960,833;946,682;932,686;925,747;932,686;925,747;918,845;911,983;905,213;900,818;900,818;896,437;896,437;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1998;;1;1;900,818;626,617;766,969;1;31;1;1;1;;0;900,818;900,818;900,818;896,437;892,07;887,716;883,377;874,74;870,442;857,631;844,943;832,379;815,817;795,418;779,341;751,719;728,557;709,615;690,998;683,641;676,335;676,335;676,335;676,335;672,701;672,701;665,472;654,724;647,622;633,568;626,617;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1998;;1;1;612,863;465,757;534,308;1;30;1;1;1;;0;612,863;599,308;592,605;589,271;592,605;595,95;595,95;592,605;589,271;579,344;566,279;553,408;543,881;534,461;525,148;515,942;509,863;503,832;500,833;503,832;503,832;500,833;494,872;488,956;483,087;480,17;474,37;471,488;468,616;465,757;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1998;;1;1;462,908;365,339;414,15;1;31;1;1;1;;0;462,908;460,071;460,071;454,431;451,628;448,836;443,287;437,782;429,609;426,907;421,536;418,867;416,209;410,927;413,562;410,927;408,302;405,688;405,688;403,085;403,085;400,493;397,912;395,342;392,782;385,169;382,653;380,147;375,169;370,233;365,339;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1998;;1;1;465,757;360,488;402,478;14;4;1;1;1;;0;365,339;362,908;362,908;360,488;372,695;372,695;377,653;375,169;382,653;400,493;418,867;437,782;454,431;465,757;465,757;457,246;448,836;437,782;424,216;421,536;421,536;418,867;416,209;408,302;397,912;385,169;380,147;377,653;372,695;367,78;365,339;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1998;;1;1;387,696;343,84;364,272;15;24;1;1;1;;0;362,908;360,488;358,078;355,679;360,488;367,78;367,78;370,233;372,695;372,695;372,695;375,169;380,147;385,169;387,696;387,696;380,147;372,695;360,488;353,29;350,912;348,544;346,187;343,84;348,544;348,544;346,187;350,912;370,233;370,233;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1998;;1;1;437,782;350,912;372,812;31;27;1;1;1;;0;362,908;360,488;367,78;377,653;387,696;392,782;395,342;392,782;382,653;375,169;367,78;367,78;367,78;365,339;358,078;353,29;355,679;358,078;362,908;367,78;372,695;377,653;377,653;370,233;362,908;355,679;350,912;350,912;372,695;408,302;437,782;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1998;;1;1;743,946;468,616;664,826;15;1;1;1;1;;0;468,616;494,872;518,999;534,461;550,22;563,044;576,06;592,605;609,456;623,16;644,089;676,335;709,615;736,225;743,946;743,946;743,946;740,079;732,385;728,557;720,941;713,378;705,866;702,13;702,13;732,385;743,946;732,385;720,941;740,079;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1998;;1;1;1072,045;740,079;973,844;16;1;1;1;1;;0;740,079;743,946;771,383;795,418;811,71;828,218;840,742;861,887;883,377;911,983;939,665;975,141;1019,018;1049,074;1064,347;1072,045;1072,045;1064,347;1064,347;1056,69;1056,69;1064,347;1049,074;1049,074;1049,074;1056,69;1056,69;1056,69;1056,69;1064,347;1064,347;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1999;;1;1;1064,347;896,437;951,705;1;21;1;1;1;;0;1064,347;1056,69;1041,499;1026,471;1026,471;1019,018;1004,232;989,607;975,141;982,354;946,682;946,682;939,665;925,747;932,686;925,747;918,845;911,983;905,213;900,818;896,437;900,818;900,818;905,213;911,983;911,983;918,845;932,686;925,747;932,686;925,747;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1999;;1;1;946,682;911,983;931,25;17;8;1;1;1;;0;925,747;918,845;932,686;925,747;918,845;918,845;918,845;911,983;911,983;918,845;918,845;925,747;925,747;925,747;925,747;932,686;946,682;946,682;946,682;946,682;946,682;946,682;946,682;939,665;939,665;939,665;939,665;932,686;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1999;;1;1;1192,564;918,845;1057,057;31;2;1;1;1;;0;925,747;918,845;925,747;932,686;932,686;932,686;939,665;939,665;953,738;967,967;1004,232;1004,232;1019,018;1033,964;1049,074;1064,347;1079,785;1111,16;1127,099;1135,132;1143,208;1159,488;1159,488;1151,327;1151,327;1151,327;1159,488;1167,692;1167,692;1167,692;1192,564;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1999;;1;1;1200,942;982,354;1088,82;2;30;1;1;1;;0;1192,564;1200,942;1200,942;1192,564;1184,23;1175,94;1167,692;1151,327;1143,208;1135,132;1119,108;1111,16;1119,108;1103,253;1095,389;1087,566;1072,045;1056,69;1049,074;1041,499;1033,964;1019,018;1019,018;1011,605;1004,232;1004,232;1004,232;996,9;989,607;982,354;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1999;;1;1;975,141;599,308;818,574;1;31;1;1;1;;0;975,141;960,833;953,738;939,665;932,686;918,845;911,983;905,213;900,818;896,437;892,07;883,377;879,051;874,74;866,158;857,631;849,159;836,553;824,071;807,617;787,353;763,477;743,946;717,153;694,695;672,701;654,724;640,57;626,617;609,456;599,308;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1999;;1;1;592,605;494,872;533,766;1;26;1;1;1;;0;592,605;585,95;579,344;576,06;572,788;569,528;563,044;559,82;556,608;553,408;547,044;540,729;537,589;531,345;528,241;525,148;525,148;518,999;512,897;512,897;512,897;506,842;503,832;500,833;497,847;494,872;494,872;494,872;494,872;522,068;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1999;;1;1;515,942;403,085;460,993;1;31;1;1;1;;0;515,942;506,842;500,833;494,872;491,908;494,872;500,833;503,832;500,833;497,847;491,908;488,956;483,087;477,265;471,488;465,757;457,246;451,628;446,056;440,529;435,047;429,609;424,216;424,216;424,216;418,867;416,209;413,562;410,927;408,302;403,085;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1999;;1;1;400,493;341,503;363,863;1;30;1;1;1;;0;400,493;397,912;392,782;387,696;385,169;382,653;380,147;377,653;375,169;372,695;370,233;365,339;365,339;360,488;360,488;360,488;358,078;355,679;350,912;350,912;350,912;350,912;350,912;350,912;353,29;350,912;348,544;346,187;343,84;341,503;341,503;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1999;;1;1;385,169;329,976;352,009;26;10;1;1;1;;0;341,503;339,177;339,177;339,177;336,862;334,556;334,556;332,261;332,261;329,976;332,261;332,261;332,261;336,862;348,544;358,078;355,679;353,29;353,29;353,29;360,488;365,339;370,233;375,169;380,147;385,169;385,169;385,169;375,169;362,908;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1999;;1;1;370,233;314,269;327,713;31;23;1;1;1;;0;348,544;341,503;332,261;329,976;327,702;325,437;323,183;318,706;318,706;318,706;318,706;316,482;323,183;325,437;325,437;323,183;325,437;327,702;327,702;323,183;323,183;320,939;314,269;314,269;316,482;318,706;323,183;329,976;346,187;360,488;370,233;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1999;;1;1;528,241;375,169;446,334;19;1;1;1;1;;0;375,169;380,147;397,912;400,493;400,493;395,342;390,234;395,342;413,562;432,322;448,836;460,071;474,37;486,016;497,847;503,832;515,942;525,148;528,241;525,148;518,999;500,833;474,37;443,287;424,216;424,216;432,322;424,216;408,302;392,782;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1999;;1;1;717,153;387,696;562,848;31;1;1;1;1;;0;387,696;400,493;432,322;448,836;460,071;465,757;462,908;454,431;443,287;437,782;443,287;468,616;480,17;494,872;534,461;572,788;595,95;612,863;626,617;640,57;651,166;661,877;676,335;679,982;687,313;694,695;702,13;702,13;705,866;705,866;717,153;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/2000;;1;1;736,225;602,678;650,444;2;19;1;1;1;;0;724,743;736,225;728,557;720,941;709,615;698,406;690,998;679,982;672,701;672,701;672,701;665,472;661,877;647,622;633,568;623,16;612,863;609,456;602,678;606,061;606,061;609,456;609,456;609,456;609,456;612,863;623,16;619,715;623,16;630,086;640,57;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/2000;;1;1;982,354;654,724;827,674;29;1;1;1;1;;0;654,724;665,472;683,641;698,406;713,378;728,557;751,719;771,383;779,341;791,379;803,537;815,817;824,071;840,742;840,742;844,943;853,388;857,631;866,158;874,74;883,377;900,818;905,213;911,983;918,845;932,686;946,682;960,833;982,354;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66090000;2;01/03/2000;;1;1;1175,94;996,9;1102,658;31;1;1;1;1;;0;996,9;1019,018;1026,471;1026,471;1041,499;1041,499;1049,074;1056,69;1049,074;1064,347;1064,347;1095,389;1087,566;1095,389;1111,16;1111,16;1119,108;1143,208;1143,208;1151,327;1151,327;1151,327;1143,208;1143,208;1143,208;1143,208;1143,208;1159,488;1167,692;1167,692;1175,94;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
